Market Cap,IPO Price,Price Target,Beta (5Y),Revenue,Rev. Growth,Net Income,EPS,Debt / Equity,Current Ratio,Quick Ratio,Profit Margin,ROE,ROA,Sector,high_risk
0.01241429317545226,0.02152,0.0737739535165362,0.5519229940614536,0.01587194441621185,0.03721987096701186,0.32531284305242836,0.9971216810819132,0.020056664051498314,0.06670614993098432,0.06471063891737242,0.5915901026817146,0.8666800206224716,0.8140989220123995,Financials,0
0.0001365236600943338,0.044,0.0737739535165362,0.48070035813768397,3.332971689887531e-05,0.023400136643133684,0.3248564907210847,0.9982181143805416,0.001024740155174938,0.027239018824871643,0.023616412213740456,0.3536088474970897,0.8737539162631728,0.8219524532119372,Energy,0
0.001117739238130021,0.032,0.14606713613855227,0.547950656585754,0.01587194441621185,0.03721987096701186,0.3240028474286106,0.998217891372472,0.020056664051498314,0.163719338277239,0.06471063891737242,0.5915901026817146,0.8662655463780499,0.7628730399595346,Healthcare,1
0.01241429317545226,0.04,0.0737739535165362,0.5519229940614536,0.01587194441621185,0.03721987096701186,0.32531284305242836,0.9971216810819132,0.020056664051498314,0.06670614993098432,0.06471063891737242,0.5915901026817146,0.8666800206224716,0.8140989220123995,Financials,1
0.01241429317545226,0.04,0.0737739535165362,0.5519229940614536,0.01587194441621185,0.03721987096701186,0.32531284305242836,0.9971216810819132,0.020056664051498314,0.06670614993098432,0.06471063891737242,0.5915901026817146,0.8666800206224716,0.8140989220123995,Financials,0
0.0009734002470932067,0.04,0.0737739535165362,0.5849582172701949,0.003825219439613836,0.016881120473696196,0.3207581009381634,0.9982180329082602,0.00014639145073927682,0.033656588705077005,0.05486641221374045,0.5846915017462166,0.874454096648628,0.831057157309054,Technology,0
0.005010648184375055,0.068,0.07801030183890313,0.5515320334261837,0.005043631362945338,0.03336369847415167,0.3208264740121893,0.9982180709683041,0.003806177719221198,0.01354820308043354,0.018845419847328244,0.5995343422584402,0.8716177727143263,0.8236722306525037,Technology,0
0.01914017224619439,0.088,0.17453405330081867,0.5825706327099084,0.0172563752643442,0.03185493053974038,0.3306761624323769,0.99821814114151,0.00688039818474601,0.023673702224757554,0.016221374045801526,0.661233993015134,0.876566505269154,0.8402630247850278,Technology,0
0.0025729292710053885,0.05,0.05710802000646975,0.5467568643056108,0.0007717132769853788,0.10931450694602596,0.3229147323152777,0.9982181078389716,0.0035133948177426435,0.04121505989731888,0.061545801526717556,0.4973806752037253,0.8720568688882558,0.8203338391502276,Industrials,0
0.01241429317545226,0.04,0.0737739535165362,0.5519229940614536,0.01587194441621185,0.03721987096701186,0.32531284305242836,0.9971216810819132,0.020056664051498314,0.06670614993098432,0.06471063891737242,0.5915901026817146,0.8666800206224716,0.8140989220123995,Financials,0
0.03587662060878158,0.108,0.04859780526040759,0.5606844409072821,0.03142644086837056,0.03134251878843088,0.3709268815996713,0.998218208341275,0.0783194261455131,0.06670614993098432,0.06471063891737242,0.721187427240978,0.8789518655653659,0.8408700050581689,Financials,0
0.01241429317545226,0.02,0.0737739535165362,0.5519229940614536,0.01587194441621185,0.03721987096701186,0.32531284305242836,0.9971216810819132,0.020056664051498314,0.06670614993098432,0.06471063891737242,0.5915901026817146,0.8666800206224716,0.8140989220123995,Consumer Discretionary,0
0.01241429317545226,0.04,0.0737739535165362,0.5519229940614536,0.01587194441621185,0.03721987096701186,0.32531284305242836,0.9971216810819132,0.020056664051498314,0.06670614993098432,0.06471063891737242,0.5915901026817146,0.8666800206224716,0.8140989220123995,Financials,0
0.01241429317545226,0.04,0.0737739535165362,0.5519229940614536,0.01587194441621185,0.03721987096701186,0.32531284305242836,0.9971216810819132,0.020056664051498314,0.06670614993098432,0.06471063891737242,0.5915901026817146,0.8666800206224716,0.8140989220123995,Financials,0
0.001042995204147393,0.076,0.04700525045412696,0.5312375646637484,0.0006440914665617495,0.03128558414939649,0.3252116688351709,0.9982181441149509,0.018152539891670327,0.06670614993098432,0.06471063891737242,0.6557043073341096,0.876424095699231,0.8397572078907435,Real Estate,0
0.01241429317545226,0.04,0.0737739535165362,0.5519229940614536,0.01587194441621185,0.03721987096701186,0.32531284305242836,0.9971216810819132,0.020056664051498314,0.06670614993098432,0.06471063891737242,0.5915901026817146,0.8666800206224716,0.8140989220123995,Financials,0
0.0009565464921630159,0.036000000000000004,0.00766417000522557,0.6462395543175486,0.00334462362091889,0.034986335686631745,0.3079674039580908,0.9982180810780032,0.0014639145073927684,0.026668568168853393,0.019799618320610685,0.37427240977881265,0.8676896420772808,0.7894790085988872,Technology,0
0.01241429317545226,0.04,0.0737739535165362,0.5519229940614536,0.01587194441621185,0.03721987096701186,0.32531284305242836,0.9971216810819132,0.020056664051498314,0.06670614993098432,0.06471063891737242,0.5915901026817146,0.8666800206224716,0.8140989220123995,Financials,0
0.014335029282301069,0.052000000000000005,0.5056361509941026,0.5861520095503382,0.002515831164789357,0.038800956501935775,0.3186604807231391,0.9982178949406011,0.020056664051498314,0.07159155733029092,0.1004293893129771,0.5096041909196741,0.8747389157884743,0.8288315629742032,Technology,1
0.01241429317545226,0.04,0.0737739535165362,0.5519229940614536,0.01587194441621185,0.03721987096701186,0.32531284305242836,0.9971216810819132,0.020056664051498314,0.06670614993098432,0.06471063891737242,0.5915901026817146,0.8666800206224716,0.8140989220123995,Financials,0
0.01241429317545226,0.04,0.0737739535165362,0.5519229940614536,0.01587194441621185,0.03721987096701186,0.32531284305242836,0.9971216810819132,0.020056664051498314,0.06670614993098432,0.06471063891737242,0.5915901026817146,0.8666800206224716,0.8140989220123995,Financials,0
